go,symbol
GO:0030054,YWHAZ
GO:0051211,YWHAZ
GO:2001225,SNAP23
GO:2001225,STX1A
GO:0005634,CECR2
GO:0006265,CECR2
GO:0022008,CECR2
GO:0048699,CECR2
GO:0051276,CECR2
GO:0005886,PALS1
GO:0005886,PARD3
GO:0005886,PATJ
GO:0005634,RSF1
GO:0006265,RSF1
GO:0006352,RSF1
GO:0009117,RSF1
GO:0051276,RSF1
GO:0006352,SMARCA5
GO:0009117,SMARCA5
GO:0000278,DDX21
GO:0003677,DDX21
GO:0005634,DDX21
GO:0051276,DDX21
GO:0051726,DDX21
GO:0000278,DHX9
GO:0003677,DHX9
GO:0005634,DHX9
GO:0051276,DHX9
GO:0051726,DHX9
GO:0000278,HNRNPC
GO:0051726,HNRNPC
GO:0000278,PRPF8
GO:0003677,PRPF8
GO:0051276,PRPF8
GO:0051726,PRPF8
GO:0000278,SRPK1
GO:0003677,SRPK1
GO:0005634,SRPK1
GO:0051276,SRPK1
GO:0051726,SRPK1
GO:0000278,SSRP1
GO:0003677,SSRP1
GO:0005634,SSRP1
GO:0051276,SSRP1
GO:0051726,SSRP1
GO:0000278,TOP2A
GO:0003677,TOP2A
GO:0005634,TOP2A
GO:0051276,TOP2A
GO:0051726,TOP2A
GO:0006355,BAZ1A
GO:0006355,SMARCA5
GO:0005737,LLGL2
GO:0005886,LLGL2
GO:0009798,LLGL2
GO:0051211,LLGL2
GO:0005737,SCRIB
GO:0005886,SCRIB
GO:0009798,SCRIB
GO:0051211,SCRIB
GO:0000775,CENPB
GO:0006334,CENPB
GO:0007059,CENPB
GO:0007093,CENPB
GO:0000775,CENPC
GO:0006334,CENPC
GO:0007059,CENPC
GO:0007093,CENPC
GO:0000775,CENPH
GO:0006334,CENPH
GO:0007059,CENPH
GO:0007093,CENPH
GO:0000775,CENPM
GO:0006334,CENPM
GO:0007059,CENPM
GO:0007093,CENPM
GO:0000775,CENPN
GO:0006334,CENPN
GO:0007059,CENPN
GO:0007093,CENPN
GO:0000775,CENPT
GO:0006334,CENPT
GO:0007059,CENPT
GO:0007093,CENPT
GO:0000775,CENPU
GO:0006334,CENPU
GO:0007059,CENPU
GO:0007093,CENPU
GO:0005886,VANGL2
GO:0009798,VANGL2
GO:0000278,BMI1
GO:0005694,BMI1
GO:0007098,BMI1
GO:0051225,BMI1
GO:0051382,BMI1
GO:0000278,CBX3
GO:0005694,CBX3
GO:0007098,CBX3
GO:0051225,CBX3
GO:0051382,CBX3
GO:0000278,CBX8
GO:0005694,CBX8
GO:0007098,CBX8
GO:0051225,CBX8
GO:0051382,CBX8
GO:0000278,CENPA
GO:0005694,CENPA
GO:0007098,CENPA
GO:0051225,CENPA
GO:0051382,CENPA
GO:0000278,CENPB
GO:0005694,CENPB
GO:0007098,CENPB
GO:0051225,CENPB
GO:0051382,CENPB
GO:0000278,CENPC
GO:0005694,CENPC
GO:0007098,CENPC
GO:0051225,CENPC
GO:0051382,CENPC
GO:0000278,CENPH
GO:0005694,CENPH
GO:0007098,CENPH
GO:0051225,CENPH
GO:0051382,CENPH
GO:0000278,CENPI
GO:0005694,CENPI
GO:0007098,CENPI
GO:0051225,CENPI
GO:0051382,CENPI
GO:0000278,CENPK
GO:0005694,CENPK
GO:0007098,CENPK
GO:0051225,CENPK
GO:0051382,CENPK
GO:0000278,CENPL
GO:0005694,CENPL
GO:0007098,CENPL
GO:0051225,CENPL
GO:0051382,CENPL
GO:0000278,CENPM
GO:0005694,CENPM
GO:0007098,CENPM
GO:0051225,CENPM
GO:0051382,CENPM
GO:0000278,CENPO
GO:0005694,CENPO
GO:0007098,CENPO
GO:0051225,CENPO
GO:0051382,CENPO
GO:0000278,CENPU
GO:0005694,CENPU
GO:0007098,CENPU
GO:0051225,CENPU
GO:0051382,CENPU
GO:0000278,COBLL1
GO:0005694,COBLL1
GO:0007098,COBLL1
GO:0051225,COBLL1
GO:0051382,COBLL1
GO:0000278,CUL4A
GO:0005694,CUL4A
GO:0007098,CUL4A
GO:0051225,CUL4A
GO:0051382,CUL4A
GO:0000278,DDB1
GO:0005694,DDB1
GO:0007098,DDB1
GO:0051225,DDB1
GO:0051382,DDB1
GO:0000278,DHX38
GO:0005694,DHX38
GO:0007098,DHX38
GO:0051225,DHX38
GO:0051382,DHX38
GO:0000278,FBL
GO:0005694,FBL
GO:0007098,FBL
GO:0051225,FBL
GO:0051382,FBL
GO:0000278,HSPA5
GO:0005694,HSPA5
GO:0007098,HSPA5
GO:0051225,HSPA5
GO:0051382,HSPA5
GO:0000278,HSPA8
GO:0005694,HSPA8
GO:0007098,HSPA8
GO:0051225,HSPA8
GO:0051382,HSPA8
GO:0000278,KIF23
GO:0005694,KIF23
GO:0007098,KIF23
GO:0051225,KIF23
GO:0051382,KIF23
GO:0000278,NUP93
GO:0005694,NUP93
GO:0007098,NUP93
GO:0051225,NUP93
GO:0051382,NUP93
GO:0000278,PLPPR3
GO:0005694,PLPPR3
GO:0007098,PLPPR3
GO:0051225,PLPPR3
GO:0051382,PLPPR3
GO:0000278,RACGAP1
GO:0005694,RACGAP1
GO:0007098,RACGAP1
GO:0051225,RACGAP1
GO:0051382,RACGAP1
GO:0000278,RING1
GO:0005694,RING1
GO:0007098,RING1
GO:0051225,RING1
GO:0051382,RING1
GO:0000278,RNF2
GO:0005694,RNF2
GO:0007098,RNF2
GO:0051225,RNF2
GO:0051382,RNF2
GO:0000278,RSF1
GO:0005694,RSF1
GO:0007098,RSF1
GO:0051225,RSF1
GO:0051382,RSF1
GO:0000278,SHCBP1
GO:0005694,SHCBP1
GO:0007098,SHCBP1
GO:0051225,SHCBP1
GO:0051382,SHCBP1
GO:0007098,SMARCA5
GO:0051225,SMARCA5
GO:0051382,SMARCA5
GO:0000278,SRRT
GO:0005694,SRRT
GO:0007098,SRRT
GO:0051225,SRRT
GO:0051382,SRRT
GO:0005694,SSRP1
GO:0007098,SSRP1
GO:0051225,SSRP1
GO:0051382,SSRP1
GO:0000278,SUPT16H
GO:0005694,SUPT16H
GO:0007098,SUPT16H
GO:0051225,SUPT16H
GO:0051382,SUPT16H
GO:0000278,VIRMA
GO:0005694,VIRMA
GO:0007098,VIRMA
GO:0051225,VIRMA
GO:0051382,VIRMA
GO:0000278,WDR11
GO:0005694,WDR11
GO:0007098,WDR11
GO:0051225,WDR11
GO:0051382,WDR11
GO:0000278,WTAP
GO:0005694,WTAP
GO:0007098,WTAP
GO:0051225,WTAP
GO:0051382,WTAP
GO:0000278,ZC3H13
GO:0005694,ZC3H13
GO:0007098,ZC3H13
GO:0051225,ZC3H13
GO:0051382,ZC3H13
GO:0000278,ZFP91
GO:0005694,ZFP91
GO:0007098,ZFP91
GO:0051225,ZFP91
GO:0051382,ZFP91
GO:0005886,ARHGEF7
GO:0006887,ARHGEF7
GO:0007268,ARHGEF7
GO:0045197,ARHGEF7
GO:0005886,GIT1
GO:0006887,GIT1
GO:0007268,GIT1
GO:0045197,GIT1
GO:0006887,SCRIB
GO:0007268,SCRIB
GO:0045197,SCRIB
GO:0005886,ARHGEF7
GO:0006887,ARHGEF7
GO:0007268,ARHGEF7
GO:0005886,GIT1
GO:0006887,GIT1
GO:0007268,GIT1
GO:0005886,SCRIB
GO:0006887,SCRIB
GO:0007268,SCRIB
GO:0005634,CHD9
GO:0032870,CHD9
GO:0045893,CHD9
GO:0005634,PPARA
GO:0032870,PPARA
GO:0045893,PPARA
GO:0005634,RXRA
GO:0032870,RXRA
GO:0045893,RXRA
GO:0002009,APC
GO:0007043,APC
GO:0007416,APC
GO:0009798,APC
GO:0030182,APC
GO:0030855,APC
GO:0051211,APC
GO:0002009,SCRIB
GO:0007043,SCRIB
GO:0007416,SCRIB
GO:0030182,SCRIB
GO:0030855,SCRIB
GO:0000082,NEK9
GO:0005634,NEK9
GO:0006265,NEK9
GO:0006354,NEK9
GO:0006468,NEK9
GO:0051276,NEK9
GO:0000082,SSRP1
GO:0006265,SSRP1
GO:0006354,SSRP1
GO:0006468,SSRP1
GO:0000082,SUPT16H
GO:0005634,SUPT16H
GO:0006265,SUPT16H
GO:0006354,SUPT16H
GO:0006468,SUPT16H
GO:0051276,SUPT16H
GO:0002009,APC
GO:0007043,APC
GO:0007416,APC
GO:0030855,APC
GO:0002009,CTNNB1
GO:0007416,CTNNB1
GO:0030182,CTNNB1
GO:0030855,CTNNB1
GO:0002009,SCRIB
GO:0007043,SCRIB
GO:0007416,SCRIB
GO:0009798,SCRIB
GO:0030182,SCRIB
GO:0030855,SCRIB
GO:0051211,SCRIB
GO:0005634,CSNK2A1
GO:0006468,CSNK2A1
GO:0006974,CSNK2A1
GO:0009314,CSNK2A1
GO:0005634,CSNK2A2
GO:0006468,CSNK2A2
GO:0006974,CSNK2A2
GO:0009314,CSNK2A2
GO:0005634,CSNK2B
GO:0006468,CSNK2B
GO:0006974,CSNK2B
GO:0009314,CSNK2B
GO:0006974,SSRP1
GO:0009314,SSRP1
GO:0006974,SUPT16H
GO:0009314,SUPT16H
GO:0005515,CACNA1S
GO:0005515,DYSF
GO:0005515,ANXA6
GO:0035556,ANXA6
GO:0035556,FYN
GO:0005515,PTK2B
GO:0035556,PTK2B
GO:0005515,RASA1
GO:0035556,RASA1
GO:0005515,AP1B1
GO:0016192,AP1B1
GO:0005515,AP1G1
GO:0016192,AP1G1
GO:0005515,ARF1
GO:0016192,ARF1
GO:0001935,CD44
GO:0016049,CD44
GO:0016477,CD44
GO:0001935,PDPN
GO:0016049,PDPN
GO:0016477,PDPN
GO:0005764,STX7
GO:0005768,STX7
GO:0005770,STX7
GO:0005773,STX7
GO:0016192,STX7
GO:0005764,VPS11
GO:0005768,VPS11
GO:0005770,VPS11
GO:0005773,VPS11
GO:0016192,VPS11
GO:0005764,VPS18
GO:0005768,VPS18
GO:0005770,VPS18
GO:0005773,VPS18
GO:0016192,VPS18
GO:0005764,VPS16
GO:0005768,VPS16
GO:0005773,VPS16
GO:0016192,VPS16
GO:0005764,VPS33A
GO:0005768,VPS33A
GO:0005773,VPS33A
GO:0016192,VPS33A
GO:0006260,CDC7
GO:0051052,CDC7
GO:0006260,DBF4
GO:0051052,DBF4
GO:0022008,APBA1
GO:0030182,APBA1
GO:0030705,APBA1
GO:0048167,APBA1
GO:0048699,APBA1
GO:0022008,KIF17
GO:0030182,KIF17
GO:0030705,KIF17
GO:0048167,KIF17
GO:0048699,KIF17
GO:0050896,KIF17
GO:0006906,STXBP5
GO:0016079,STXBP5
GO:0031201,STXBP5
GO:0048489,STXBP5
GO:0061025,STXBP5
GO:0007416,FMR1
GO:0007416,LLGL1
GO:0015031,AP1B1
GO:0140318,AP1B1
GO:0015031,AP1G1
GO:0140318,AP1G1
GO:0015031,AP1M1
GO:0016192,AP1M1
GO:0140318,AP1M1
GO:0015031,KIF13A
GO:0016192,KIF13A
GO:0140318,KIF13A
GO:0005515,ITPR1
GO:0005783,ITPR1
GO:0006511,ITPR1
GO:0043161,ITPR1
GO:0048015,ITPR1
GO:0005515,NPLOC4
GO:0005783,NPLOC4
GO:0006511,NPLOC4
GO:0043161,NPLOC4
GO:0048015,NPLOC4
GO:0005515,UFD1
GO:0005783,UFD1
GO:0006511,UFD1
GO:0043161,UFD1
GO:0048015,UFD1
GO:0006511,VCP
GO:0043161,VCP
GO:0048015,VCP
GO:0007043,LLGL2
GO:0030054,LLGL2
GO:0005737,NPLOC4
GO:0030968,NPLOC4
GO:0005737,UFD1
GO:0030968,UFD1
GO:0005737,VCP
GO:0030968,VCP
GO:0007043,LLGL1
GO:0009798,LLGL1
GO:0030054,LLGL1
GO:0051211,LLGL1
GO:0005737,NSFL1C
GO:0006886,NSFL1C
GO:0007030,NSFL1C
GO:0006886,VCP
GO:0007030,VCP
GO:0006605,CYTH2
GO:0006886,CYTH2
GO:0007186,CYTH2
GO:0007216,CYTH2
GO:0015031,CYTH2
GO:0006605,GRM1
GO:0006886,GRM1
GO:0007186,GRM1
GO:0007216,GRM1
GO:0015031,GRM1
GO:0006605,TAMALIN
GO:0006886,TAMALIN
GO:0007186,TAMALIN
GO:0007216,TAMALIN
GO:0015031,TAMALIN
GO:0004970,GRIK1
GO:0006605,GRIK1
GO:0006886,GRIK1
GO:0007215,GRIK1
GO:0015031,GRIK1
GO:0004970,TAMALIN
GO:0007215,TAMALIN
GO:0002009,LLGL1
GO:0009798,LLGL1
GO:0030855,LLGL1
GO:0051211,LLGL1
GO:0002009,PARD6A
GO:0030855,PARD6A
GO:0002009,PRKCI
GO:0030855,PRKCI
GO:0001654,CRB1
GO:0007043,CRB1
GO:0007601,CRB1
GO:0030054,CRB1
GO:0051211,CRB1
GO:0001654,MPDZ
GO:0007043,MPDZ
GO:0007601,MPDZ
GO:0030054,MPDZ
GO:0051211,MPDZ
GO:0001654,MPP4
GO:0007043,MPP4
GO:0007601,MPP4
GO:0030054,MPP4
GO:0051211,MPP4
GO:0001654,PALS1
GO:0007043,PALS1
GO:0007601,PALS1
GO:0030054,PALS1
GO:0051211,PALS1
GO:0006898,AP2A1
GO:0006898,RAB11FIP2
GO:0006605,RAB11FIP2
GO:0006886,RAB11FIP2
GO:0015031,RAB11FIP2
GO:0006605,REPS1
GO:0006886,REPS1
GO:0006898,REPS1
GO:0015031,REPS1
GO:0005783,COL4A1
GO:0006605,COL4A1
GO:0006886,COL4A1
GO:0015031,COL4A1
GO:0065003,COL4A1
GO:0005783,SEC61A1
GO:0006605,SEC61A1
GO:0006886,SEC61A1
GO:0015031,SEC61A1
GO:0065003,SEC61A1
GO:0005783,SERPINH1
GO:0006605,SERPINH1
GO:0006886,SERPINH1
GO:0015031,SERPINH1
GO:0065003,SERPINH1
GO:0005634,AEBP2
GO:0006265,AEBP2
GO:0006479,AEBP2
GO:0032774,AEBP2
GO:0051276,AEBP2
GO:0005634,EED
GO:0006265,EED
GO:0006479,EED
GO:0032774,EED
GO:0051276,EED
GO:0005634,EZH2
GO:0006265,EZH2
GO:0006479,EZH2
GO:0032774,EZH2
GO:0051276,EZH2
GO:0006479,RBBP4
GO:0005634,SUZ12
GO:0006265,SUZ12
GO:0006479,SUZ12
GO:0032774,SUZ12
GO:0051276,SUZ12
GO:0005794,CDC42
GO:0006605,CDC42
GO:0006886,CDC42
GO:0015031,CDC42
GO:0005794,OCRL
GO:0006605,OCRL
GO:0006886,OCRL
GO:0015031,OCRL
GO:0005886,SNAP25
GO:0006906,SYT1
GO:0016079,SYT1
GO:0031201,SYT1
GO:0048489,SYT1
GO:0061025,SYT1
GO:0005768,AGAP1
GO:0016192,AGAP1
GO:0005768,AP3B1
GO:0016192,AP3B1
GO:0005768,AP3M1
GO:0016192,AP3M1
GO:0005768,AP3M2
GO:0016192,AP3M2
GO:0005768,AP3S2
GO:0016192,AP3S2
GO:0048608,LRRC49
GO:0048608,NICN1
GO:0048608,TPGS1
GO:0048608,TPGS2
GO:0048608,TTLL1
GO:0006605,DTNA
GO:0006886,DTNA
GO:0015031,DTNA
GO:0048870,DTNA
GO:0006605,DTNB
GO:0006886,DTNB
GO:0015031,DTNB
GO:0048870,DTNB
GO:0015031,KIF5A
GO:0048870,KIF5A
GO:0006605,KIF5B
GO:0006886,KIF5B
GO:0015031,KIF5B
GO:0048870,KIF5B
GO:0005886,GPAA1
GO:0006644,GPAA1
GO:0008654,GPAA1
GO:0009395,GPAA1
GO:0005886,PIGK
GO:0006644,PIGK
GO:0008654,PIGK
GO:0009395,PIGK
GO:0005886,PIGS
GO:0006644,PIGS
GO:0008654,PIGS
GO:0009395,PIGS
GO:0005886,PIGT
GO:0006644,PIGT
GO:0008654,PIGT
GO:0009395,PIGT
GO:0005886,PIGU
GO:0006644,PIGU
GO:0008654,PIGU
GO:0009395,PIGU
GO:0042054,EED
GO:0045892,EED
GO:0046976,EED
GO:0042054,EZH2
GO:0045892,EZH2
GO:0046976,EZH2
GO:0042054,RBBP4
GO:0046976,RBBP4
GO:0042054,RBBP7
GO:0046976,RBBP7
GO:0042054,SUZ12
GO:0045892,SUZ12
GO:0046976,SUZ12
GO:0000075,KIN
GO:0003677,KIN
GO:0006260,KIN
GO:0016363,KIN
GO:0016363,PCNA
GO:0000075,RPA1
GO:0003677,RPA1
GO:0006260,RPA1
GO:0016363,RPA1
GO:0005515,HNRNPA2B1
GO:0043067,HNRNPA2B1
GO:0005515,PDCD6
GO:0043067,PDCD6
GO:0005515,PTGES3
GO:0043067,PTGES3
GO:0008015,TOR1A
GO:0008015,TOR1B
GO:0005634,TOP1
GO:0006260,TOP1
GO:0005634,TOP2A
GO:0006260,TOP2A
GO:0000075,CCNA2
GO:0003677,CCNA2
GO:0005634,CCNA2
GO:0005694,CCNA2
GO:0006260,CCNA2
GO:0000075,CDK2
GO:0003677,CDK2
GO:0005634,CDK2
GO:0005694,CDK2
GO:0006260,CDK2
GO:0000075,POLA1
GO:0005694,POLA1
GO:0006260,POLA1
GO:0000075,POLA2
GO:0005694,POLA2
GO:0006260,POLA2
GO:0005694,RFC1
GO:0005694,RFC2
GO:0005694,RFC3
GO:0005694,RFC4
GO:0005694,RFC5
GO:0035173,CCNA2
GO:0035173,CDK2
GO:0000075,LIG1
GO:0003677,LIG1
GO:0005634,LIG1
GO:0005694,LIG1
GO:0006260,LIG1
GO:0035173,LIG1
GO:0000075,PARP1
GO:0003677,PARP1
GO:0005694,PARP1
GO:0006260,PARP1
GO:0035173,PARP1
GO:0035173,POLA1
GO:0035173,POLA2
GO:0000075,POLD1
GO:0005694,POLD1
GO:0006260,POLD1
GO:0035173,POLD1
GO:0000075,POLD2
GO:0005694,POLD2
GO:0006260,POLD2
GO:0035173,POLD2
GO:0000075,POLD3
GO:0005694,POLD3
GO:0006260,POLD3
GO:0035173,POLD3
GO:0000075,POLD4
GO:0005694,POLD4
GO:0006260,POLD4
GO:0035173,POLD4
GO:0000075,POLE
GO:0003677,POLE
GO:0005694,POLE
GO:0006260,POLE
GO:0035173,POLE
GO:0000075,POLE2
GO:0003677,POLE2
GO:0005694,POLE2
GO:0006260,POLE2
GO:0035173,POLE2
GO:0000075,POLE3
GO:0005694,POLE3
GO:0006260,POLE3
GO:0035173,POLE3
GO:0000075,POLE4
GO:0003677,POLE4
GO:0005634,POLE4
GO:0005694,POLE4
GO:0006260,POLE4
GO:0035173,POLE4
GO:0035173,RFC1
GO:0035173,RFC2
GO:0035173,RFC3
GO:0035173,RFC4
GO:0035173,RFC5
GO:0005694,RPA1
GO:0035173,RPA1
GO:0000075,RPA2
GO:0003677,RPA2
GO:0005694,RPA2
GO:0006260,RPA2
GO:0035173,RPA2
GO:0000075,RPA3
GO:0003677,RPA3
GO:0005694,RPA3
GO:0006260,RPA3
GO:0035173,RPA3
GO:0000075,TOP1
GO:0003677,TOP1
GO:0005634,TOP1
GO:0005694,TOP1
GO:0006260,TOP1
GO:0035173,TOP1
GO:0000075,CCNB1
GO:0003677,CCNB1
GO:0005694,CCNB1
GO:0006260,CCNB1
GO:0035173,CCNB1
GO:0000075,CDK1
GO:0003677,CDK1
GO:0005694,CDK1
GO:0006260,CDK1
GO:0035173,CDK1
GO:0008015,ACTB
GO:0009612,ACTB
GO:0050982,ACTB
GO:0008015,ACTG1
GO:0009612,ACTG1
GO:0050982,ACTG1
GO:0005886,CAV1
GO:0008015,CAV1
GO:0009612,CAV1
GO:0050982,CAV1
GO:0005886,CAV2
GO:0008015,CAV2
GO:0009612,CAV2
GO:0050982,CAV2
GO:0005886,CYB5R3
GO:0008015,CYB5R3
GO:0009612,CYB5R3
GO:0050982,CYB5R3
GO:0005886,FLOT2
GO:0008015,FLOT2
GO:0009612,FLOT2
GO:0050982,FLOT2
GO:0008353,CCNH
GO:0009299,CCNH
GO:0036211,CCNH
GO:0051090,CCNH
GO:0008353,CDK7
GO:0009299,CDK7
GO:0036211,CDK7
GO:0051090,CDK7
GO:0019209,CCNH
GO:0019209,CDK7
GO:0008353,MNAT1
GO:0019209,MNAT1
GO:0051090,MNAT1
GO:0005783,RTN1
GO:0006906,RTN1
GO:0016079,RTN1
GO:0031201,RTN1
GO:0048489,RTN1
GO:0061025,RTN1
GO:0005783,STX12
GO:0006906,STX12
GO:0016079,STX12
GO:0031201,STX12
GO:0048489,STX12
GO:0061025,STX12
GO:0005783,STX1A
GO:0005783,STX1B
GO:0006906,STX1B
GO:0016079,STX1B
GO:0031201,STX1B
GO:0048489,STX1B
GO:0061025,STX1B
GO:0005783,STX7
GO:0005783,VAMP2
GO:0006605,PCDHA4
GO:0006886,PCDHA4
GO:0007155,PCDHA4
GO:0008104,PCDHA4
GO:0015031,PCDHA4
GO:0006605,PCDHGA1
GO:0006886,PCDHGA1
GO:0007155,PCDHGA1
GO:0008104,PCDHGA1
GO:0015031,PCDHGA1
GO:0006605,PCDHGB2
GO:0006886,PCDHGB2
GO:0007155,PCDHGB2
GO:0008104,PCDHGB2
GO:0015031,PCDHGB2
GO:0006605,PCDHGA3
GO:0006886,PCDHGA3
GO:0007155,PCDHGA3
GO:0008104,PCDHGA3
GO:0015031,PCDHGA3
GO:0006605,PCDHGB4
GO:0006886,PCDHGB4
GO:0007155,PCDHGB4
GO:0008104,PCDHGB4
GO:0015031,PCDHGB4
GO:0006605,PCDHA7
GO:0006886,PCDHA7
GO:0007155,PCDHA7
GO:0008104,PCDHA7
GO:0015031,PCDHA7
GO:0016477,ARHGAP35
GO:0016477,FGR
GO:0016477,PTK2B
GO:0007043,PRKCZ
GO:0007264,PRKCZ
GO:0030054,PRKCZ
GO:0007043,TIAM1
GO:0007264,TIAM1
GO:0030054,TIAM1
GO:0006605,BAIAP2
GO:0006886,BAIAP2
GO:0007264,BAIAP2
GO:0015031,BAIAP2
GO:0015629,BAIAP2
GO:0030036,BAIAP2
GO:0006605,TIAM1
GO:0006886,TIAM1
GO:0015031,TIAM1
GO:0015629,TIAM1
GO:0030036,TIAM1
GO:0043067,CALR
GO:0043067,TNFRSF1A
GO:0043067,TRADD
GO:0005886,PPP1R9B
GO:0007264,PPP1R9B
GO:0019209,PPP1R9B
GO:0065003,PPP1R9B
GO:0005886,TIAM1
GO:0019209,TIAM1
GO:0065003,TIAM1
GO:0006906,SNAP23
GO:0016079,SNAP23
GO:0031201,SNAP23
GO:0048489,SNAP23
GO:0061025,SNAP23
GO:0006906,SYT7
GO:0016079,SYT7
GO:0031201,SYT7
GO:0048489,SYT7
GO:0061025,SYT7
GO:0045893,HNF4A
GO:0045893,SUB1
GO:0005634,GTF2H5
GO:0006281,GTF2H5
GO:0006355,GTF2H5
GO:0007049,GTF2H5
GO:0051090,ERCC2
GO:0003688,ORC1
GO:0005524,ORC1
GO:0005694,ORC1
GO:0006267,ORC1
GO:0003688,ORC2
GO:0005524,ORC2
GO:0005694,ORC2
GO:0006267,ORC2
GO:0003688,ORC3
GO:0005524,ORC3
GO:0005694,ORC3
GO:0006267,ORC3
GO:0003688,ORC4
GO:0005524,ORC4
GO:0005694,ORC4
GO:0006267,ORC4
GO:0003688,ORC5
GO:0005524,ORC5
GO:0005694,ORC5
GO:0006267,ORC5
GO:0003688,ORC6
GO:0005524,ORC6
GO:0005694,ORC6
GO:0006267,ORC6
GO:0005886,CLDN11
GO:0007399,CLDN11
GO:0007417,CLDN11
GO:0008347,CLDN11
GO:0016477,CLDN11
GO:0030182,CLDN11
GO:0042552,CLDN11
GO:0005886,ITGB1
GO:0007399,ITGB1
GO:0007417,ITGB1
GO:0008347,ITGB1
GO:0016477,ITGB1
GO:0030182,ITGB1
GO:0042552,ITGB1
GO:0005886,TSPAN3
GO:0007399,TSPAN3
GO:0007417,TSPAN3
GO:0008347,TSPAN3
GO:0016477,TSPAN3
GO:0030182,TSPAN3
GO:0042552,TSPAN3
GO:0005634,PCLAF
GO:0005739,PCLAF
GO:0006281,PCLAF
GO:0006915,PCLAF
GO:0007049,PCLAF
GO:0005739,PCNA
GO:0006915,PCNA
GO:0007049,PCNA
GO:0005739,ING1
GO:0006281,ING1
GO:0006915,ING1
GO:0007049,ING1
GO:0007043,ACTB
GO:0030054,ACTB
GO:0007043,DTNA
GO:0030054,DTNA
GO:0007043,TJP1
GO:0030054,TJP1
GO:0023052,NCOA1
GO:0045893,NCOA1
GO:0005634,SRA1
GO:0023052,SRA1
GO:0045893,SRA1
GO:0005515,CXADR
GO:0098609,CXADR
GO:0005515,LNX2
GO:0098609,LNX2
GO:0007281,CXADR
GO:0005515,JAM3
GO:0007281,JAM3
GO:0005634,RAN
GO:0005737,RAN
GO:0006611,RAN
GO:0005634,SNUPN
GO:0005737,SNUPN
GO:0006611,SNUPN
GO:0005634,XPO1
GO:0005737,XPO1
GO:0006611,XPO1
GO:0005515,IGSF5
GO:0006897,IGSF5
GO:0005515,LNX1
GO:0006897,LNX1
GO:0005515,NUMB
GO:0006897,NUMB
GO:0045892,HNF4A
GO:0045892,SUB1
GO:0005515,VDR
GO:0006355,VDR
GO:2001141,VDR
GO:0005737,RBX1
GO:0005737,SKP2
GO:0043161,SKP2
GO:0006511,FBXW11
GO:0016567,FBXW11
GO:0043161,FBXW11
GO:0006355,BCL3
GO:0023052,BCL3
GO:0032355,BCL3
GO:0032870,BCL3
GO:2001141,BCL3
GO:0032355,ESR1
GO:0032870,ESR1
GO:0006355,NCOA3
GO:0023052,NCOA3
GO:0032355,NCOA3
GO:0032870,NCOA3
GO:2001141,NCOA3
GO:0006355,RELA
GO:0023052,RELA
GO:0032355,RELA
GO:0032870,RELA
GO:2001141,RELA
GO:0005634,PML
GO:0006355,PML
GO:2001141,PML
GO:0006355,ZMYM2
GO:2001141,ZMYM2
GO:0005634,SUMO1
GO:0006355,SUMO1
GO:2001141,SUMO1
GO:0005694,CCDC85B
GO:0045892,CCDC85B
GO:0045892,MCRS1
GO:0005768,SNX1
GO:0000301,SNX6
GO:0005768,SNX6
GO:0000301,VPS26B
GO:0006915,BCL2
GO:0008303,BCL2
GO:0042981,BCL2
GO:0089720,BCL2
GO:0006915,BFAR
GO:0008303,BFAR
GO:0042981,BFAR
GO:0089720,BFAR
GO:0006915,CASP8
GO:0008303,CASP8
GO:0042981,CASP8
GO:0089720,CASP8
GO:0005886,CYTH3
GO:0007264,CYTH3
GO:0005886,TAMALIN
GO:0007264,TAMALIN
GO:0006511,IFI35
GO:0043161,IFI35
GO:0006511,NMI
GO:0043161,NMI
GO:0002009,PRKCZ
GO:0030855,PRKCZ
GO:0005886,CD8A
GO:0006955,CD8A
GO:0007169,CD8A
GO:0005886,LCK
GO:0006955,LCK
GO:0007169,LCK
GO:0000398,PRKRIP1
GO:0005634,PRKRIP1
GO:0006397,PRKRIP1
GO:0000398,SRSF7
GO:0005634,SRSF7
GO:0006397,SRSF7
GO:0000398,TOE1
GO:0005634,TOE1
GO:0006397,TOE1
GO:0005515,API5
GO:0005515,FGF2
GO:0005216,PKD2
GO:0005929,PKD2
GO:0006812,PKD2
GO:0006873,PKD2
GO:0005216,PKHD1
GO:0005929,PKHD1
GO:0006812,PKHD1
GO:0006873,PKHD1
GO:0005154,SNX2
GO:0005158,SNX2
GO:0042803,SNX2
GO:0048407,SNX2
GO:1990460,SNX2
GO:0005216,KIF3B
GO:0005929,KIF3B
GO:0006812,KIF3B
GO:0006873,KIF3B
GO:0005216,PKD2
GO:0005929,PKD2
GO:0006812,PKD2
GO:0006873,PKD2
GO:0005216,PKHD1
GO:0005929,PKHD1
GO:0006812,PKHD1
GO:0006873,PKHD1
GO:0005886,PKD2
GO:0008324,PKD2
GO:0009612,PKD2
GO:0050982,PKD2
GO:0098771,PKD2
GO:0005886,PKHD1
GO:0008324,PKHD1
GO:0009612,PKHD1
GO:0050982,PKHD1
GO:0098771,PKHD1
GO:0005216,KIF3A
GO:0005886,KIF3A
GO:0005929,KIF3A
GO:0006812,KIF3A
GO:0008324,KIF3A
GO:0009612,KIF3A
GO:0050982,KIF3A
